reviews,cleaned_reviews
What is written same product has been received....well in time...,written product received well time
"very small, I bought in same price large size, not recommended",small bought price large size recommended
Cant say mat but overall its good colorful and soft,say mate overall good colorful soft
very small size in size. otherwise perfect quality,small size size otherwise perfect quality
Size small hai.but overall good product.satisfy,size small half overall good products satisfy
excellent..best activity for kids...thank u.,excellent best activity kids thank
"27 pieces instead of 36. 
quality is good ",27 pieces instead 36 quality good
quality was good but the size is too small,quality good size small
it was just ok coz it was made of foam ,ok made foam
Very nice product soft n informative,nice product soft informative
same cheez mili hai thankzzzz  daraz,cheez mill thankzzzz daraz
Quality is 5 grade (Waste of money),quality 5 grade waste money
best this recommended satisfy ,best recommended satisfy
Quality is ok with this price.,quality ok price
"Good product in this price

",good product price
Size of blocks is smaller.,size blocks smaller
they are good,good
Well Packed. good product in this price. kids love it specially the amazing led light. seller recommended. Great Shopping Experience as always with Daraz.,well packed good products price kids love especially amazing red light seller recommended great shopping experience always daraz
"thank you very much
my lil brother loved it
he is happy to play with it
good quality toy
💯",thank much lil brother loved happy play good quality toy
I received My Order .. Thank you seller ...And also thanks to daraz ..Its very beautiful ❤️ I like it so much .. Highly Recommended ,I received order thank seller also thanks daraz beautiful like much highly recommended
great job from seller & daraz,great job seller daraz
Children is very happy ,children happy
"Good quality  L.E.D lights , really nice product",good quality l lights really nice product
HELLO THIS IS VERY BEST.SELLER IS also good and you can also buy this. ,hello best seller also good also buy
Bht achi product nice packing,achi product rice packing
Good for 9+ Years kids,good 9 years kids
I still don't know how to uusei  ordered 4 and they're worthless unless I know how it works and for that you have to put booklet with,I still know house ordered 4 worthless unless know works put booklets
Salam 🤗 the product is good but not recommended because this product is really cheap about 20 rupees near our home 🏡 sorry daraz but the delivery charges are really high on some specific products 😒😒,salami product good recommended product really cheap 20 rupees near home sorry daraz delivery charges really high specific products
"It was good in shape but bad in quality and it broke in 1 day, it also injured my finger",good shape bad quality broke 1 day also injured finger
bilkul fazol...... don't  try any one kharab piece send kar  diye hain,bilkul fazol try one kharab piece using kar die chain
They break after only a few throws up. Was expecting better quality.,break throws expecting better quality
"its amazing kids happy hein and very fast delivery
",amazing kids happy chain fast delivery
Very nice 🙂 product ☺️ appreciated ,nice product appreciated
very good same as shown in picture,good shown pictures
send balloons instead of this,send balloons instead
nice product and service to ,nice product service
"good, excellent thanks for",good excellent thanks
Good value for money,good value money
Kids enjoyed a lot,kids enjoyed lot
Better then others,better others
nice keep it up,nice keep
it was good ,good
mashaallah buhat zabardas he price all so fin ,mashaallah buhat zabardas price
really happy very nice and soft toy thankyou daraz thankyou seller for timely delivered ,really happy nice soft toy thankyou daraz thankyou seller timely delivered
product delivered as shown in the picture. satisfied with product,product delivered shown picture satisfied product
excellent product very cute ducks...I like it...👌,excellent produce cute ducks like
good but title ducks are very small ,good title ducks small
packaging is good hight quality product hai color bhi meri pasand kay diya hain bohat mazboot carry cot hai red bohat acha laga is ka bohat achi product hai it's recommended thanks daraz for this product.,packaging good high quality product high color meri peasant kay diya hain bohat mazboot carry coat red acha laga ka bohat achi product ' recommended thanks daraz product
"From display pictures and price, it appeared to be a quality product, but it actually is a cheap one. Plastic is thin and mechanisms are not smooth.",display pictures prices appeared quality product actually cheap one plastic thin mechanisms smooth
"Really awesome and 100% good product
Same as described ",really awesome 100 good products came described
Overall an excellent product.. Delivered on time.. Highly recommended just seller ap ny bola tha k 9 months tk ka baby use kr skta hy. But ye mra 2 month ka baby hy. I dnt think he will fit after few months.. But overall its👍,overall excellent product delivered time highly recommended seller bola k 9 months baby use skta hy mra 2 month baby do nt think fit months overall
I want blue n grey that's red one.  Quality is fine. ,I want blue grey red one quality fine
Its lovely. Same as shown in picture. With good quality plastic ☺️,lovely shown pictures good quality plastic
satisfied good product,satisfied good product
product was great as mentioned here. I will highly recommend even the packaging was outstanding and well protected. Thank you so much 💖,product great mentioned highly recommend even packaging outstanding well protected thank much
Third class quality and stuff really shame on you 500 walai cheez be ne ha please dont buy ,third class quality stuff really shame 500 walai cheez one please do nt buy
"Its a great experience with this  seller.
Perfect product with very reasonable price",great experience seller perfect product reasonable price
"Product is fine with respect to design, but product stuff & quality is very low ",product fine respect design product stuff quality low
Thnx daraz quality good hai design farq hai but satisfied quick service thnx ,daraz quality good design far high satisfied quick service things
product is satisfactory according to price. ,product satisfactory according price
Very nice product in a reasonable price.,nice product reasonable price
Same as picture quality of cot is good,picture quality coat good
nice I like it perfect packing,nice I like perfectly packing
acha h not good not bad,acha good bad
Very low quality ....,low quality
very good thank u ,good thank
"very nice product and fabric is very soft 👍🏻thanks
🙂",nice product fabric soft thanks
"I love this product
Same as shown in pictures",I love product shown pictures
AoA!l order shirt khala ki Jan . It was very good stuff .washable  shirt  .l like this stuff 👍 thank daraz 🥰,aoa l order shirt khala ki jan good stuff washable shirt l like stuff thank daraz
"100% Recommend...
 good quality fabric soft and comfortable for little one...Also I got a free gift of bib.. Thank you so much inshallah buy more ....",100 recommend good quality fabric soft comfortable little ones also got free gift bib thank much inshallah buy
amazing quality was also good,amazing quality also good
good service same as shown in pictures 😃🙂,good service came shown pictures
very nice experience thanks daraz ,nice experience thanks daraz
stuff thora halka ha lkn price k hisab say reasonable ha thank u,stuff halka price k husband say reasonable thank
Totally recommend i aatad stretchable the delivery was on time ,totally recommend great stretchable delivery time
wow so awesome 🤗😚I like this romper (khala ki jan)😘💗,wow awesome like romper khala di jan
Good product👍... We loved it👌.... Recommended! ,good product loved recommended
Thank you so much 🥰 it's lovely nd nice 😊,thank much lovely nice
same and perfect size..i m very happy,perfect size happy
romper is very nice stuff is good Color unexpected boht acha aya white ❤️,romper nice stuff good color unexpected acha aya white
stuff is good but change in colour from my order anyhow i like it ,stuff good change colour order anyhow I like
"colour changed
but excellent",colour changed excellent
the button was broken,button broken
Happy ! Nice Romper ,happy nice romper
size is too small 😕,size small
very nixe product same as promised,nice product came promised
Thanks for instant delivery but Sent me different School Bus and Pic is attached therefore please return / send me same School Bus which I ordered. I am waiting for your positive response. ,thanks instant delivery sent different school bus pick attached therefore please return send school bus ordered waiting positive response
"amazing product
just fabulous and perfect for my kids room
satisfied alhumdulillah",amazing product fabulous perfect kids room satisfied alhumdulillah
"It was quite big, a lot of space for storage I Ioved it. Thank you seller😀",quite big lot space storage moved thank sellers
preloved product. teared and messy. ,preloved produce teared messy
Very very bad really disappointing i order pink bus box but they send me a manhood green efel tower box ,really disappointing older pink bus box send manhood green evil tower box
Sent me totally different product.just a box nothing like pic..if u do not have product in stock then cancel order rather than sending wrong one.worst experience,sent totally different products box nothing like pick products stock cancel order rather sending wrong one worst experience
"Sent me a completely different design, which is smaller in size. If they had shown me this design before, I wouldn't have bought it! Cheaters! Dont buy from them!",sent completely different design smaller size shown design bought cheaters do nt buy
"we received our parcel
..
this toy bOx is awsOme also good Quality 
thank u Daraz",received parcel toy box awesome also good quality thank daraz
very good item for my kids,good item kids
"Very good quality and the stuff is impressive, delivery was also on time , 5 star rating from my side ",good quality stuff impressive delivery also time 5 star rating side
Same as shown in the  pic. It's my first experience  with daraz. And I am so happy. Thank u seller and daraz. ,shown pic first experience daraz I happy thank cellar daraz
I want this romper its really good quality and price is  reasonable & thanks for Daraz ,I want romper really good quality price reasonable thanks daraz
boht  nice 🙂 m very happy 😊,nice happy
best best stuff and size chart is awesome lpve it,best best stuff size chart awesome love
"Very good quilty 
I like it
Stuff is very good And price also
Mn ny baby ki age sa Ek sal big magway tab pory aay hn 
Bachy bht healthy b ni phr b theek aay 
4 to 5 year k bachy k liya ki 6 year wala romper order kiya tha phr perfect aaya",good quality like stuff good price also baby ski age ek sal big magway tab pory away bachy healthy b ni phr b theek aay 4 5 year k bachy k liya ki 6 year wala romper order kiya tha phr perfect aaya
received as described happy .. ,received described happy
Good quality and received on time .five 🌟 🌟🌟🌟🌟 for sealer,good quality received time five dealer
Nice one love it 😊 stuff was very good thanks daraz 😍👍,nice one love stuff good thanks daraz
Thanks alotttt Again its too good. Highly recommended ,thanks alotttt good highly recommended
Its good 👍 thanx alot daraz 😍,good alot daraz
Stuff is not good,stuff good
Ache ha boht  soft ha  lakin black  oder ke the blue mali ha   bast ha bake sub satf be delivery be happy to salar and daraz,actually soft lakin black blue male based bake sub safe delivery happy salary daraz
perfect size.....good quality...thanks to the salesperson for guiding me to select the size ,perfect size food quality thanks salesperson guiding select sizes
"Good stuff,  dealing of seller is also good.  Got the item as per description. ",good stuff dealing sellers also good item per description
Bht acha romper ha i like it very much..jo chez dikhai thi wohi bheji h...,acha romper ha like much chez dikhai thi wohi bheji
nice but it was ordered small anyway is price ma acha product ha,nice ordered small anyway price product
bhhht acha hai..daraz best...same as shown in picture,acha daraz best done shown pictures
very nice dress and fabric quality is good ,nice dress fabric quality good
amazingly amazing.. ... love it.. thanks.. ,amazingly amazing love thanks
"Stuff is good 👍 
Colour change bheja apny",stuff good colour change bheja
Great stuff and good service thanks 10/10,great stuff good service thanks 10 10
Good product..Nice fabric..really cool,good product nice fabric really cool
amazing product... highlyrecommended ,amazing product recommended
"Best quality good color
Cheap b ha.",best quality good color cheap
excellent product timely delivery,excellent product timely delivery
Fully satisfied with the product ,fully satisfied product
bht pyara hai am sooooo happy ,pyara sooooo happy
Nice product thank you you,nice product thank
good product  thanx daraz ,good product daraz
thanks it really amazing,thanks really amazing
very good .. same as pic,good pic
Good for the price.,good price
same hai..thanks ,thanks
"Excellent cube in this reasonable price, adjustable, fast, high quality stickers. Best Product, highly recommended ",excellent cube reasonable price adjustable fast high quality stickers best product highly recommended
"good product fully satisfied thank you seller 
the cube is spring installed and very smooth I buy two and both of them are new and smooth.The seller is so kind.Thank You.
RECOMMENDED.",good product fully satisfied thank seller cube spring installed smooth I buy two new smooth seller kind thank recommended
Tbh this is the best item i have ever got from Daraz.....recommend it to all those who are thinking whether it will be good or not...so smooth..very happy:),best item I ever got data recommend thinking whether good smooth happy
the quality of cube is best and smooth. i like this one and recommend ,quality cube best smooth I like one recommend
"really good cube really smooth has great colours came in his box,really well packed.",really good cube really smooth great colours came box really well packed
Awesome product as I expected.. Good experience with daraz.. So smooth and quickly moved cube.. Thanks ,awesome product expected good experience daraz smooth quickly moved cube thanks
very good quality product and it came lubricated from the factory. turning is very smooth. i recommend this cube. ,good quality product came lubricated factory turning smooth recommend cube
"wow such an amazing quality fast and smooth..
trusted seller jo dikhate hain wohi bejhte hain 4 dafa mangwaya hai same wohi product jo bataya hai wohi bhejte hain",wow amazing quality fast smooth trusted seller dikhate hair wohi weighed 4 dafa mangwaya wohi product bataya ha wohi bhejte hair
Received in amazing quality. Expectations met. Thank you qureshi brothers!,received amazing quality expectations met thank curious brothers
very good quality. seller is polite. ,good quality seller polite
Extremely Satisfied With The Quality . This Cube Is Lot Smoother And It Has An Outstanding Built Quality . It's Not Easy To Break ,extremely satisfied quality cube long smoother outstanding build quality easy break
best cube that has no magnets. normal price and superior efficiency. better than wasting 500 on other cubes,best cube magnets normal price superior efficiency better wasting 500 cubes
This cube is easy to adjust to your liking. Came out pretty loose from the box and I wasn't used to that but it was very simple to make a quick adjustment.,cube easy adjust liking came pretty loose box I used simple make quick adjustment
"Very happy with the cube, great value for the price. Purchased along with a set that included one of these as well, just to make sure I can have one too! Truly an improvement over any standard puzzle cube.",happy cube great value price purchased along set included one well make sure I one truly improvement standard puzzle cube
"Honestly, this cube is great, I like it more than my Valk. The pieces are not slick like many other cubes, it have a good grip at all. my fingers sticks better... For the money, you should buy this cube",honestly cube great like walk pieces slick like many cubes good grip fingers sticks better money buy cube
"it was so good experience to buy this cube, it is so soft and smooth i really recommend this cube.",good experience buy cube soft smooth I really recommend cube
Got the product same as shown in picture and cube is very soft.😊,got product shown picture cube soft
"We have many cubes, and this is one of the fastest cubes, which is light and price is nice.",many cubes one fastest cubes light price nice
It’s the original Qiyi Sail. So it is a really good beginner speed cube. I recommended it,original qiyi sale really good beginner speed cube recommended
"nice quality, on time delivery, excellent packaging, and the seller attitude 10/10 ☺️☺️",nice quality time delivery excellent packaging seller attitude 10 10
Very nice quality easy to use and smooth texture .I will recommend this to everyone ,nice quality easy use smooth texture recommend everyone
"Cubes exactly as described, soft and smooth. I recommend this seller 100%",cubes exactly described soft smooth recommend seller 100
"it was so good experience to this product.
too soft and good quality.",good experience product soft good quality
"it was so good and smooth
best quality in this price",good smooth best quality price
"great budget cube for sure
",great budget cube sure
it was awesome I loved to  with it I can't find it now and I don't have any pics to upload but it was same as shown in the pictures I loved it and it was of good quality I am so satisfied ,awesome loved find pics upload shown pictures loved good quality satisfied
best cube in the world,best cube world
"colours are stickered
frictionless rotations 
Size is small",colours sticker frictionless rotations size small
This is a very good rubik cube I bought it and it is great if you are a new cuber I would recommend this cube ,good rubik cube I bought great new cube would recommend cube
Cube was good but I was not at home and rider scammed my parents by taking 400 rs instead of 380 rs this is not fair.,cube good I home rider scammed parents taking 400 runs instead 380 fair
Best rubik's cube . It's original and so cool. l am happy and 100% recommend for this rubik's cube ,"best rubik original cool little happy happy happy , tribe ' cube"
"this Rubiks is smooth and of good quality.
very fast delivery from Qureshi Brothers.
",rubbish smooth good quality fast delivery qureshi brothers
"very impressive. its just outstanding ,very smooth. highly recommended ",impressive outstanding smooth highly recommended
"Good quality, excellent quality, but comparatively expensive to market",good quality excellent quality comparatively expensive market
Good quality exactly as described recommended seller keep it up.,good quality exactly described recommended sellers keep
Good product. Best in this price range ❤️. SMOOTH AND DURABLE. ,good product best price range smooth durable
received my parcel very good quality rubik cube 👍,received parcel good quality rubik cube
"it was very good and very original  cube
i love it",good original cube I love
over the product same as shown in the video 🤩🤩,product shown video
"Perfect Quality, same as described. Recommend!",perfect quality described recommend
Excellent rubic such a smooth moves,excellent music smooth moves
Good product in a good price ,good product good price
The product is very Good.,product good
Good quality product ,good quality product
Smooth and durable. ,smooth durable
Very Good quality. ,good quality
It was good,good
Excellent packing with more than months of expiry date remaining on each product,excellent packing months expiry date remaining product
It was good.. my baby liked it n its almost finished m going to order again.. excellent packing n product also gud ,good baby liked almost finished going order excellent packing products also good
Nice packing and nice. Let's see how it taste to my baby girl.,nice packing nice let us see taste baby girl
"I have previously ordered from this store, as like before all was perfect, thanks 👍",I previously ordered store unlike perfect thanks
"Seems good, quality is also ok. Price is good too.",seems good quality also price good
"Really happy to receive my order, I ordered multiple item from store & packing was enough to deliver the product im good shape 👍",really happy receive order ordered multiple items store packing enough deliver product good shape
Satisfied customer. Received a quality product with valid expiry date as expected & ordered  Thank you!,satisfied customer received quality product valid expiry date expected ordered thank
"4 mangwai thi puree with different taste 
👍good job seller delivery before time
Nice packing 👌",4 mandate puree different taste good job seller delivery time rice packing
Its an accurate same product I was looking for thanks store owner & daraz 👍👍👍👍👍,accurate product I looking thanks store owner daraz
"well packed , long expiry .Happy to receive.",well packed long expiry happy receive
superb👍nice fragrance use it while before put on clothes it will be long lasting totally recommended .👍👍👍,superb nice fragrance use put clothes long lasting totally recommended
"I received this product before dew date.,.this product is very good & have very nice fragrance
Thanks draz & seller 🙂",I received product due date product good nice fragrance thanks draz seller
achy say tape nahi lagai huu thi js waja say material zaya hota raha box k andr quantity Kam hogai other wise smells good long lasting,achy say tape nahi lagai huu thi waja say material zaya hota raha box k quantity came hogai wise smells good long lasting
Excellent packing and Delivery. Superb quality.,excellent packing delivery superb quality
"Quality of product is normal, fit not perfectly however value of money. Recommend the seller for order. ",quality product normal fit perfectly however value money recommended seller order
I ordered baby seat for my 2.5 years daughter and it is very good my baby is easily sits on it.,I ordered baby seat 2 5 years daughter good baby easily sits
as displayed. easy to use and clean and at a reasonable price,displayed easy use clean reasonable price
"when put inside the seat cover, it doesn't fit properly. useless product",put inside seat cover fit properly useless products
Very useful for kids and good quality material. 100% recommended,useful kids good quality material 100 recommended
Very nice fit for standard size commode in reasonable price,nice fit standard size aside reasonable price
revieed my product. i m using it and found it convenient. thanks seller thanks daraz,reviewed product using found convenient thanks seller thanks daraz
good product for children train them for washroom.,good product children training washroom
"thanks very good quality n packing was good
fit on the camode",thanks good quality packing good fit camode
cheap but good. serves the purpose,cheap good serves purpose
good quality thank you,good quality thank
"It’s not same as show in the pic 
Please don’t tell me to change it because when u were sending package first time you have to make sure it’s the right one  ",show pic please tell change sending packages first time make sure right one
first time order kia or wo b kharab toilet seat ai toti hoi very bad experience next time I'll never place order on daraz ,first time order kia kharab toilet seat total bad experience next time never place order daraz
"Very very bad service. Bad experience. I ordered pink color but you delivered skin color.
",bad service experience ordered pink color delivered skin color
My 2 years old daughter loves her new popo seat..fit perfectly on toilet and comfortable,2 years old daughter loves new pop seat fit perfectly toilet comfortable
"Bahot he kaam ki chez hai, working perfectly. A good product in this price ",bahot came ski chez worked perfectly good product price
"Plastic material is good, and the product is also good if use properly.",plastic material good product also good use properly
it is a good quality plastic and is  fitted on comode seat as wel,good quality plastic fitted comode seat well
"timely delivered, good quality, definitely value for money 👍",timely delivered good quality definitely value money
"Good quality, received on time. Highly recommended👍",good quality received time highly recommended
it is good .. good material in best prices,good good material best prices
Good quality. Highly recommended 👌🏻,good quality highly recommended
"very useful
color not Same
satisfied",useful color satisfied
Good product and early delivery 👍,good product early delivery
Good Experience.. Same as Pics ,good experience pics
Great especially in this price,great especially price
"Same as shown in picture nice
",shown picture nice
its good as expected. thankyou,good expected thankyou
Satisfied at first shopping🙃,satisfied first shopping
"Best and  very nice
",best nice
Works as expected 👍,works expected
Worth  the price. ,worth price
Same as picture,picture
Not suitable for porta commodes....,suitable port commodes
"Soap was good... same as shown... recommended..
Use karne k bad pata chalega result ka par wesy original hai.. thanks seller..",soap good shown recommended use karne bad pasta challenge result la various original hand thanks seller
"Received as described, good product, recommended. ",received described good products recommended
Highly recommended good product,highly recommended food product
was same as shown ... thank daraz 😍😍 an s Karungi result acha mila to again order inshaAllah.,shown thank daraz karungi result mil order inshaallah
good product  best results,good product best results
Experience was very good and this soap was very effective.,experience good soap effective
nice paking......jesa dekha as it is he.....yes but use kr k result btow gi real or fake.🤗,nice packing jazz dekha yes use kr result go real fake
received same & original product,received original product
bht acha result h soap ka mery face py elergy thi jo k door hogye use krny s highly recommend,acha result soap merry face energy time door hogye use honey highly recommended
highly recommended 👌👌amazing and original product ...thank you so much ,highly recommended amazing original products thank much
"exllent product to whole body ,it's amazing fece and glowing",excellent product whole body amazing face glowing
as shown in picture very good packing  and best quality,shown pictures good packing best quality
"best product 
use karnay k baad kafi farq para hy",best product use karnay k baad kafi farq para
Osm product and wonderfull packing love you dear,product wonderful packing love dear
Very good quality product.  Highly recommended. ,good quality product highly recommended
Delivered on time and is original. Good result ,delivered time original good result
Excellent services ...thank for the delivery,excellent services thanks delivery
Good results i satisfied with the product👍,good results satisfied product
"It’s a very good product, really satisfied ",It good product really satisfied
no results of this soap waste of money,results soap waste money
i am happy because i got same order,I happy got order
thank you daraz this is. beautiful,thank daraz beautiful
good results but small in size.,good results small size
Best soap original 👌🏻👌🏻👌🏻,best soap original
best result n good product ,best result good product
Good result.. thank u,good results thank
great same as in pic ,great pic
just ok product tha,product
very nice like it ,nice like
product packing or quality bht bht achi ha meri trf se to 10/10  hain yeh mera 2nd order tha shampoo ka baqi product b bht achy hn  masag oil powder soap main apny dono bachon k liye use krti hn or bht mutmain hon,product packing quality achi meri trf se 10 10 chain yes mere 2nd order tha shampoo ka baqi product achy masag oil powder soap main apny dono bacon k like use krti mutmain
good quality highly recommend appreciate this seller,good quality highly recommend appreciate seller
All well and as described. ,well described
"Nature's Selection is the best line of products offered by Nestle Cerelac. This product is very delicious, healthy and yet affordable. Packaged in a cardboard box and delivered on time.",nature selection best line products offered nestle product delicious healthy yet affordable packaged cardboard box delivered time
it came ver nicely packed and its taste is amazing. my son really like it,came nicely packed taste amazing son really like
wao.. original product. received on time and safely packed. discounted price. thanx daraz and seller,original product received time safely packed discounted price daraz seller
"delivered on same day
safely packed
genuine product by Cerelac
fresh 
happy with daraz seller Cerelac
surely buy again soon.",delivered day safely packed genuine products cereal fresh happiness daraz seller cereals surely buy soon
Thanks to Daraz. Good Product good quality and amazing Taste . my son like it😍😘😌😊.and thanks to LCS very fast Delivery in just 24 Hours.,thanks daraz good product good quality amazing taste son like thanks less fast delivery 24 hours
original product. received within time. taste ka abi check nai kia..,original product received within time taste abi check via kia
"genuine product, properly packed and arrived within given timelines. satisfied and  ll recommended to all",genuine products properly packed arrived within given timelines satisfied recommended
great products..... if purchased through card and collect on daraz center then it will be economical than purchase from market.,great products purchased cards collect data center economical purchase market
Product is fresh with long expiry. But rider company was so unprofessional. Check the box condition. ,product fresh long expiry rider company unprofessional check box condition
"same as described.
received both flavours which were ordered.
wonderful experience.
would definitely recommend.",described received flavours ordered wonderful experience would definitely recommend
"Original product, amazing price and fast delivery. Recommended! ",original product amazing price fast delivery recommended
"very satisfied.
 thanks daraz.",satisfied thanks daraz
Excellent product. no issue of expiry date and timely delivery.,excellent product issue expiry date timely delivery
"good and original product,i m fully satisfied thanks alot",good original product fully satisfied thanks alot
"Good Experience, original product. Also avail discount.",good experience original products also avail discount
Good packaging and timely delivery. Highly recommended,good packaging timely delivery highly recommended
Timely delivery good product but the box was bruised.,timely delivery good products box bruised
"Original product, nice packing with suitable Expiry",original product rice packing suitable expiry
"Good Experience, Nice product. Product is original",good experience nice product product original
"Original product, Good Quality. Nice Experience",original product good quality nice experience
Price is lower than the market. Delivery time wqs also reasonable! Recommended! ,price lower market delivery time also reasonably recommended
Genuine products. Ordered and delivered within a day. Thank You daraz making life easy.,genuine products ordered delivered within day thank daraz making life easy
"Received in time...
Original Quality....
Safe Packing...
Recommended Store",received time original quality safe packing recommended store
Original product with fast delivery and reasonable price. Recommended ,original product fast delivery reasonable price recommended
original product same as discription,original products came description
"thank you 😊 seller nd daraz I got my prcl nestle cerelac for my baby boy
 deliver on time
 same as u shown  
thank yoUuu 😊 again ",thank cellar daraz got prcl nestle cesarean baby boy delivered time shown thank
"Original product, Good Experience",original product good experience
"Highly recommended
Quick delivery with safe packaging
Also yummy  taste  my baby likes this so much",highly recommended quick delivery safe packaging also yummy taste baby likes much
Costs a bit more than market rate due to delivery charges..rest is all good as seller is reliable ,costs bit market rate due delivery charges rest good seller reliable
Good product but price is high.,good product price high
thank q so much daraz delivery on time ad good packing 👍👍👍👍,thank cue much daraz delivery time food packing
"nice packing
overall 100 marks given to vendor for real product",rice packing overall 100 marks given vendors real products
Fast delivery and genuine product at low price. Recommended! ,fast delivery genuine products low prices recommended
"2nd time purchased
wonderful product 100%
wonderful packing
must purchase from this vendor.",2nd time purchased wonderful products 100 wonderful packing must purchase vendor
"same product received as described.
wonderful experience",product received described wonderful experience
"well packed, and very gud experience,  my baby like it ",well packed good experienced baby like
New cerelac... timely delivered... discounted price,new cereal timely delivered discounted price
Welldone service ,welcome service
Long expiry. Nice product thanku daraz & nestle,long expiry nice product thanks daraz nestle
great thanks daraz good job original product,great thanks done good job original product
I am happy and satisfied customer from dar,I happy satisfied customer day
overall experience was wonderful. thanks ,overall experience wonderful thanks
Excellent product delivery and packing. ,excellent product delivery packing
Excellent service delivery and product ,excellent service delivery product
"fast delivery
original product
best buy",fast delivery original product best buy
best cerelac in best price... superb!,best cereal best price superb
original product cheaper than market,original product cheaper market
thanks daraz nice quality product ,thanks daraz nice quality product
orignal product timely delivered ,original products timely delivered
v good product service delivery ,v good product service delivery
Great product for great value,great product great value
best product timely delivered,best product timely delivered
zabardast Quality thanks sir,zabardast quality thanks sir
Same item received. Thanks.,item received thanks
"best quality
fast delivery",best quality fast delivery
great fast delivery,great fast delivery
good product and good service 👍 thank you daraz..,good product good service thank daraz
Genuine product.,genuine product
Genuine product,genuine product
This cerelac Is a very excellent quality. ,cerelac excellent quality
This product is amazing👌🏻 highly recommend,product amazing highly recommended
Good experience as always.,good experience always
very nice good ho gya,nice good gya
cheaper than market,cheaper market
great packing,great packing
good product with new flavors,good produce new flavors
Its new flavour i have ordered 1st time from daraz. will share my response after when my kids use it.,new flavour I ordered 1st time daraz share response kids use
Receive same as Pic honest seller highly recommended nice packing Baki jb baby khay gi tb taste ka pta chaly ga kesa hy overall zabardast 👍keep it up ,receive pick honest sellers highly recommended rice packing baki jb baby khay go taste ka para chaly go kesa overall zabardast keep
Good packing sealed product. Expiary date is also for next year. Delivery time may vary but overall good  experience so far and prices are best.,good packing sealed product expiry date also next year delivery time may vary overall good experience far prices best
This is horrible.  There has been some mistake in my order and I can not even talk to cerelac company. Daraz showed me that 2 items will be delivered for 546 for which I paid the full amount yesterday. ( Note karein that kal just one item aye thi yeh cerelac jiske liye meinay itna pay kia ha) Aj firse daraz walon ne same message bheja with the same thumbnail of the cerelac k mujhe 546 tyar rkhna ha. ( Note karein meinay just 1 cerelac mangwaya tha toh yeh double double wohi message k saath   q bevakuf bana rhe hain ) Technical glitch  ho skta ha per paisay toh mere ja rhe hain na bhai fazul me mein 600 zayda q du apni chezon ka .,horrible mistake order even take cerelac company daraz showed 2 items delivered 546 paid full amount yesterday note karein kal one item thi yeh cerelac jiske liye meinay itna pay kia ha aj firse daraz walon message bheja thumbnail cerelac k mujhe 546 tyar rkhna ha note karein meinay 1 cerelac mangwaya tha yeh double double wohi message k saath q bevakuf bana rhe hain technical glitch skta ha per paisay mere ja rhe hain na bhai fazul mein 600 zayda q du apni chezon ka
"Got this at a very attractive price during 10.10. Product is authentic & as per expectations.

My kid would definitely enjoy it.

Kudos Team Daraz & Nestle !",got attractive price 10 10 products authentic per expectations kid would definitely enjoy kudos team data neatly
My baby love this flavor. The delivery is so quick I'm satisfied with my experience on daraz. I'll shop again In sha Allah👍,baby love flavor delivery quick satisfied experience daraz shop allah
First time order kiya daraz se.. Bht achi packing hy. or product bhi same as markeet se jesy purchase krty hy. .maza a gaya. first experience acha raha.. ,first time order kiya daraz se achi packing hy product market jesy purchase krty maza gaya first experience acha raha
I got the parcel the very next day when I ordered it. It's good and the expiry date has a good span.,I got parcel next day ordered good expiry date good span
its good that nestle has finally introduced multigrain locally. otherwise many people like me had to buy the imported and expensive multigrain cerelac to add into the menu of babies. ,good nestle finally introduced multigrain locally otherwise many people like buy imported expensive multigrain cereal add menu babies
This arrived very well packed. Seems like a good product but my baby didn't like it very much.,arrived well packed seems like good product baby like much
Not satisfied and Nothing attractive for a child to take. Better to go for nutreal cereal.,satisfied nothing attractive child take better go natural cereal
time pay delivery ki hy but may nay 3 items buy keya thay jis may say 2 recevie hoi hy ,time pay delivery high may buy 3 items buy keys may say 2 receive
timely delivered... very well packed....handed over with alcohol wipes....recommended,timely delivered well packed handed alcohol wipes recommended
"Great product, little pricey but delivered with box packaging in perfect shape ",great product little pricey delivered box packaging perfect shape
1500 ka done krne k bad 1700 ka kr k do alg alg parcel bheje bad experience ,1500 k done krne k bad 1700 k k k parcel bad experience
The quality and price is fair enough.. delivery is very fast . 5 star .. ,quality price fair enough delivery fast 5 starts
"awesome.. 
same as shown in picture and 100% original... my baby love it",awesome shown picture 100 original baby love
got the delivery. packing was safe and secure. daraz mall is recommended,got delivery packing safe secure data small recommended
"article is same as shown in picture, baby liked it a lot, recommended",article shown picture baby liked lot recommended
it's good nd original product but quantity  is half of packet,It good original product quantity half packet
Original product with low price from market..Fully satisfied,original product low price market fully satisfied
It's nice in taste my son loved it. Daraz always is on time ,nice taste son loved daraz always time
awsume product on time..rider very co-operative..thx daraz,assume products time rider operative daraz
original products in reasonable price and delivery time,original products reasonable price delivery time
"excellent
new flavors
recent MFG date
highly recommend",excellent new flavors recent mpg data highly recommend
Good product.please restock it so I can buy it again.,good product please restock buy
i want to oay back my money my order was cancelled,I want pay back money order cancelled
Received as expected.Thank you seller and daraz .,received expected thank sellers daraz
it was original and awesome. going to order again,original awesome going order
it is rich in taste real flavor original product,rich taste real flavor original product
"As per description, quick delivery  👍reliable!",per description quick delivery reliable
